19,3,5,2886,69.00,7880.25,0.08,0.06,R,P,1997-05-11,1995-12-24,1994-02-12,TAKE BACK RETURN,SHIP,marvelous
20,12,1,506,598.00,2636.55,0.10,0.07,A,F,1998-08-19,1995-05-09,1996-04-23,NONE,REG AIR,fabulous
20,92,3,2244,930.00,576.37,0.04,0.05,N,O,1994-12-16,1994-09-18,1997-04-27,COLLECT COD,TRUCK,crummy
20,41,1,2633,197.00,2613.68,0.06,0.03,R,F,1995-05-06,1997-04-25,1994-03-07,NONE,RAIL,wonderful
21,85,5,616,32.00,7962.76,0.01,0.05,N,O,1997-08-07,1994-12-31,1998-10-15,TAKE BACK RETURN,SHIP,crummy
22,72,5,453,407.00,1099.25,0.06,0.01,A,F,1998-02-09,1993-02-23,1996-05-30,DELIVER IN PERSON,TRUCK,great
22,87,4,1226,382.00,9534.62,0.01,0.03,N,F,1995-12-16,1994-02-22,1998-03-25,DELIVER IN PERSON,MAIL,poor
22,37,5,2424,29.00,287.87,0.03,0.00,A,F,1996-10-11,1993-12-06,1997-05-05,COLLECT COD,SHIP,poor
23,97,4,511,640.00,349.54,0.07,0.07,A,F,1998-01-03,1997-05-12,1995-09-22,DELIVER IN PERSON,MAIL,crummy
23,49,5,860,93.00,6872.82,0.05,0.05,A,O,1997-02-14,1997-01-05,1997-04-21,TAKE BACK RETURN,MAIL,great
23,1,2,1050,313.00,7411.57,0.08,0.01,N,P,1996-10-25,1993-03-11,1997-02-05,COLLECT COD,FOB,super
23,64,4,1472,34.00,6727.63,0.05,0.02,N,F,1997-07-20,1997-05-26,1996-07-30,TAKE BACK RETURN,AIR,crummy
23,65,1,1891,548.00,5222.91,0.01,0.00,N,F,1998-07-05,1996-04-10,1997-05-07,NONE,FOB,fine
23,99,5,2800,496.00,2063.37,0.09,0.01,R,P,1994-08-23,1993-05-08,1995-05-29,COLLECT COD,TRUCK,dreadful
24,72,2,676,897.00,9191.83,0.10,0.06,N,P,1993-07-15,1994-01-15,1996-01-17,COLLECT COD,REG AIR,superb
24,16,5,1676,778.00,2186.74,0.02,0.05,R,P,1998-06-03,1993-09-28,1995-08-26,TAKE BACK RETURN,AIR,superb
25,99,3,744,454.00,8657.73,0.08,0.03,N,F,1997-07-06,1995-08-08,1995-01-31,COLLECT COD,SHIP,wonderful
25,25,4,1825,281.00,2727.36,0.07,0.07,N,F,1996-09-30,1998-03-15,1997-04-19,TAKE BACK RETURN,REG AIR,awesome
25,47,3,2331,74.00,8081.20,0.01,0.06,N,O,1998-05-05,1993-03-11,1994-11-27,COLLECT COD,TRUCK,poor
26,42,3,615,177.00,8507.14,0.01,0.04,R,F,1993-07-01,1993-12-28,1994-01-13,NONE,FOB,great
26,67,1,1096,26.00,2747.54,0.06,0.03,N,P,1994-05-01,1996-07-30,1993-04-18,COLLECT COD,TRUCK,poor
26,24,4,1310,5.00,4296.19,0.04,0.03,A,F,1994-05-06,1998-11-07,1996-05-29,COLLECT COD,RAIL,fabulous
27,12,4,385,275.00,2862.33,0.01,0.00,N,F,1996-11-24,1995-08-26,1998-03-17,NONE,MAIL,atrocious
27,83,4,1299,385.00,1691.49,0.09,0.04,A,F,1998-01-15,1995-10-02,1995-09-20,NONE,TRUCK,super
27,44,1,2540,356.00,4585.20,0.03,0.04,N,O,1994-04-26,1995-09-24,1997-10-16,COLLECT COD,AIR,atrocious
27,71,1,2868,843.00,382.17,0.05,0.05,R,F,1994-05-08,1995-06-03,1998-12-16,COLLECT COD,RAIL,fine
28,8,4,1838,612.00,9652.32,0.06,0.06,R,F,1996-07-09,1998-12-28,1998-05-29,TAKE BACK RETURN,TRUCK,awesome
28,45,3,2057,525.00,6323.49,0.08,0.06,A,P,1998-07-22,1996-06-07,1996-01-01,COLLECT COD,REG AIR,marvelous
28,65,1,2723,557.00,2611.04,0.09,0.03,R,P,1993-08-19,1998-09-16,1994-09-22,COLLECT COD,REG AIR,lousy
29,28,5,219,808.00,7551.21,0.01,0.03,A,O,1995-08-29,1996-01-18,1997-02-13,COLLECT COD,FOB,fabulous
29,46,4,1132,802.00,9429.10,0.02,0.06,R,F,1995-06-28,1995-01-16,1997-11-19,NONE,SHIP,wonderful
29,2,4,1330,43.00,5888.86,0.07,0.01,A,O,1998-07-27,1994-12-08,1997-04-19,DELIVER IN PERSON,REG AIR,awesome
29,12,1,1695,234.00,5831.29,0.08,0.05,R,P,1995-12-24,1994-02-08,1994-10-23,DELIVER IN PERSON,SHIP,awful
29,20,5,2203,661.00,9142.25,0.06,0.07,R,F,1994-12-23,1997-02-12,1994-08-27,COLLECT COD,REG AIR,poor
30,66,5,284,794.00,2214.99,0.08,0.04,R,P,1995-09-18,1994-05-14,1998-08-03,DELIVER IN PERSON,SHIP,lousy
30,26,2,538,400.00,1084.88,0.09,0.08,N,F,1998-06-21,1996-10-29,1995-06-16,DELIVER IN PERSON,FOB,poor
30,19,4,2000,582.00,2498.51,0.01,0.03,R,P,1994-11-28,1994-04-16,1996-05-15,COLLECT COD,REG AIR,dreadful
30,81,2,2790,947.00,2109.33,0.05,0.07,A,F,1996-03-13,1998-01-02,1994-05-12,COLLECT COD,AIR,dreadful
31,16,4,1056,362.00,7029.72,0.01,0.01,R,O,1995-06-20,1996-04-27,1997-02-18,TAKE BACK RETURN,SHIP,bad
31,72,4,1449,634.00,2943.57,0.09,0.05,A,P,1994-07-05,1996-04-03,1993-11-30,NONE,FOB,super
31,79,2,2039,562.00,5549.63,0.02,0.04,N,F,1994-09-16,1993-10-18,1993-01-02,NONE,REG AIR,awful
31,89,4,2343,765.00,4699.77,0.01,0.08,A,P,1995-08-31,1996-12-13,1996-12-23,COLLECT COD,TRUCK,superb
31,46,3,2925,970.00,7658.20,0.01,0.04,A,P,1994-03-02,1993-04-09,1996-05-30,NONE,REG AIR,poor
32,95,1,816,82.00,9510.77,0.05,0.02,N,O,1994-09-01,1995-03-27,1993-03-14,NONE,RAIL,great
32,95,4,2160,814.00,1727.79,0.09,0.04,R,P,1993-08-24,1993-03-13,1994-12-12,TAKE BACK RETURN,RAIL,lousy
33,38,3,912,135.00,3712.89,0.04,0.01,N,P,1993-07-19,1995-03-16,1993-02-26,COLLECT COD,TRUCK,super
33,96,5,1631,281.00,4684.52,0.07,0.03,A,P,1996-10-12,1994-01-16,1995-08-11,TAKE BACK RETURN,SHIP,superb
33,42,3,1655,861.00,4879.02,0.00,0.02,R,O,1993-01-31,1998-12-25,1996-06-18,DELIVER IN PERSON,AIR,bad
33,2,2,1660,224.00,2903.78,0.09,0.07,R,P,1996-09-29,1996-10-06,1998-03-04,TAKE BACK RETURN,AIR,horrible
33,40,2,2234,719.00,3400.26,0.01,0.07,A,F,1997-09-19,1994-09-08,1994-08-08,COLLECT COD,SHIP,dreadful
34,52,4,1766,193.00,4218.13,0.04,0.03,A,O,1995-02-13,1993-02-02,1997-01-03,COLLECT COD,AIR,fine
34,57,3,1902,15.00,2931.66,0.06,0.04,A,O,1993-07-16,1995-06-22,1995-08-12,DELIVER IN PERSON,REG AIR,good
34,61,1,2182,290.00,8651.70,0.00,0.06,A,O,1995-11-24,1993-06-05,1996-06-18,TAKE BACK RETURN,SHIP,bad
34,33,4,2789,48.00,782.70,0.09,0.01,R,O,1998-12-16,1998-04-15,1997-05-11,COLLECT COD,AIR,horrendous
35,1,5,515,592.00,712.74,0.06,0.03,N,P,1998-07-06,1993-06-20,1998-03-08,NONE,SHIP,great
35,23,2,2372,755.00,3946.75,0.08,0.06,R,O,1996-07-16,1998-08-01,1993-04-08,TAKE BACK RETURN,REG AIR,awesome
36,58,4,494,816.00,1000.38,0.09,0.03,A,O,1994-07-17,1997-02-11,1995-03-17,TAKE BACK RETURN,MAIL,atrocious
36,15,4,2309,156.00,4408.76,0.01,0.01,R,P,1995-09-11,1994-10-16,1993-06-02,NONE,REG AIR,crummy
36,5,5,2449,240.00,3567.43,0.08,0.05,R,F,1993-02-10,1996-04-15,1996-11-04,NONE,FOB,super
36,41,1,2494,862.00,2561.31,0.09,0.04,A,P,1995-11-28,1997-10-25,1994-06-09,NONE,MAIL,marvelous
37,87,1,135,899.00,686.43,0.00,0.06,A,F,1994-11-21,1995-12-23,1994-06-15,COLLECT COD,SHIP,bad
37,62,2,1126,958.00,8016.71,0.04,0.02,R,P,1997-12-10,1998-08-01,1996-01-22,TAKE BACK RETURN,FOB,awesome
37,17,3,2312,706.00,6184.14,0.10,0.02,A,O,1996-01-30,1995-12-19,1993-02-09,NONE,MAIL,marvelous
37,19,3,2413,255.00,7494.86,0.08,0.06,R,P,1995-11-07,1995-04-11,1995-05-31,COLLECT COD,REG AIR,marvelous
38,93,1,285,668.00,8047.94,0.07,0.07,R,F,1997-04-19,1994-09-16,1994-05-01,DELIVER IN PERSON,REG AIR,crummy
38,79,4,1328,757.00,5373.21,0.02,0.06,R,O,1994-08-01,1996-04-22,1997-02-08,DELIVER IN PERSON,FOB,superb
38,84,5,1353,957.00,1857.02,0.09,0.02,N,P,1997-12-04,1998-01-02,1995-04-11,DELIVER IN PERSON,SHIP,awesome
38,33,1,2709,539.00,1875.63,0.06,0.03,N,F,1996-10-02,1993-07-11,1994-08-21,DELIVER IN PERSON,SHIP,wonderful
39,65,4,292,62.00,6884.58,0.04,0.01,R,O,1996-06-04,1993-02-01,1993-03-14,TAKE BACK RETURN,AIR,poor
39,44,5,368,635.00,7763.23,0.05,0.06,R,F,1993-10-04,1994-05-18,1993-04-17,COLLECT COD,REG AIR,horrendous
39,64,3,2472,471.00,4571.70,0.01,0.04,N,F,1994-10-14,1998-10-03,1996-03-23,NONE,AIR,awful
39,61,2,2765,802.00,1439.18,0.07,0.04,N,F,1994-01-26,1997-07-28,1998-01-17,COLLECT COD,RAIL,fine
40,46,4,747,110.00,654.07,0.04,0.04,N,O,1998-08-14,1996-08-02,1998-11-17,DELIVER IN PERSON,TRUCK,atrocious
40,72,2,1580,755.00,3615.80,0.08,0.01,A,F,1993-09-05,1995-03-02,1993-07-29,COLLECT COD,MAIL,super
40,33,2,2123,812.00,2715.68,0.00,0.03,N,P,1995-02-25,1996-07-24,1998-05-24,COLLECT COD,AIR,great
40,59,3,2771,943.00,7389.47,0.09,0.06,R,P,1995-04-03,1996-05-14,1994-09-10,COLLECT COD,MAIL,fine
40,11,1,2924,28.00,436.28,0.06,0.04,N,P,1996-01-23,1993-12-29,1994-08-27,TAKE BACK RETURN,AIR,horrible
41,44,2,1268,932.00,1123.43,0.07,0.03,N,P,1995-02-18,1994-01-28,1993-06-17,DELIVER IN PERSON,MAIL,crummy
41,16,5,1446,163.00,4439.06,0.05,0.05,A,F,1996-06-25,1995-09-14,1996-04-01,DELIVER IN PERSON,AIR,crummy
42,95,1,818,171.00,9320.47,0.09,0.03,R,O,1994-07-03,1994-07-02,1998-05-30,DELIVER IN PERSON,TRUCK,awesome
43,67,5,226,6.00,7892.52,0.09,0.05,A,P,1996-02-07,1997-05-07,1998-01-13,TAKE BACK RETURN,SHIP,lousy
43,64,2,604,442.00,1807.74,0.00,0.07,N,P,1997-08-06,1995-03-20,1995-07-13,DELIVER IN PERSON,AIR,awful
43,27,1,797,654.00,3709.31,0.05,0.06,N,F,1998-09-23,1994-03-30,1993-07-06,NONE,AIR,horrible
43,19,5,1751,410.00,589.90,0.09,0.02,R,P,1994-07-04,1994-03-14,1993-04-18,TAKE BACK RETURN,SHIP,horrendous
43,28,5,2626,125.00,8196.11,0.03,0.01,N,P,1997-09-05,1995-10-12,1995-11-01,COLLECT COD,AIR,crummy
43,27,1,2752,26.00,999.68,0.00,0.07,A,F,1998-04-13,1995-05-31,1993-01-25,DELIVER IN PERSON,AIR,awful
44,14,1,1553,82.00,1204.95,0.04,0.01,R,P,1998-05-04,1997-02-27,1996-12-21,TAKE BACK RETURN,SHIP,excellent
45,45,3,330,398.00,4067.85,0.05,0.03,R,P,1994-01-08,1994-10-15,1998-04-10,DELIVER IN PERSON,REG AIR,horrendous
45,32,1,1304,628.00,6170.16,0.01,0.06,A,P,1994-02-09,1996-04-11,1998-05-26,TAKE BACK RETURN,TRUCK,superb
45,7,3,2147,763.00,3724.04,0.02,0.04,A,P,1997-04-22,1996-04-10,1998-10-22,DELIVER IN PERSON,RAIL,fabulous
45,22,5,2270,339.00,122.30,0.07,0.07,R,F,1997-02-13,1998-06-22,1996-03-03,NONE,REG AIR,crummy
45,48,2,2318,505.00,4512.17,0.03,0.07,N,F,1996-01-13,1995-06-06,1994-07-12,NONE,AIR,atrocious
45,23,5,2386,375.00,1610.72,0.02,0.07,R,O,1995-02-01,1996-08-10,1996-01-19,TAKE BACK RETURN,AIR,horrendous
45,59,2,2999,630.00,2423.91,0.00,0.01,N,O,1998-08-17,1995-08-13,1996-09-17,TAKE BACK RETURN,REG AIR,horrible
46,34,4,830,300.00,5879.82,0.08,0.00,N,F,1993-12-25,1997-03-01,1998-10-12,TAKE BACK RETURN,RAIL,marvelous
46,20,5,1423,620.00,463.85,0.09,0.01,A,O,1997-06-04,1998-06-16,1996-12-18,COLLECT COD,TRUCK,excellent
46,38,4,1874,13.00,7917.92,0.06,0.05,N,P,1997-03-31,1998-08-24,1997-12-21,COLLECT COD,TRUCK,fine
47,22,5,1897,952.00,9446.10,0.04,0.06,A,F,1998-06-11,1997-04-06,1997-01-17,DELIVER IN PERSON,TRUCK,atrocious
47,44,3,2084,965.00,6544.74,0.01,0.03,N,O,1997-08-01,1997-12-22,1996-11-02,TAKE BACK RETURN,TRUCK,superb
47,82,3,2922,444.00,1619.14,0.05,0.07,A,F,1995-04-28,1993-11-26,1996-12-31,TAKE BACK RETURN,MAIL,superb
48,75,2,1647,318.00,9648.03,0.07,0.02,R,P,1997-02-22,1995-08-23,1996-02-14,COLLECT COD,AIR,bad
49,95,5,1000,464.00,9193.12,0.03,0.01,N,O,1993-11-19,1996-03-09,1993-07-20,NONE,SHIP,horrible
49,42,1,1031,612.00,9746.74,0.02,0.03,R,O,1995-03-27,1993-06-13,1993-03-24,COLLECT COD,FOB,horrible
49,18,3,2539,518.00,1287.73,0.06,0.02,R,P,1994-09-08,1996-08-20,1994-04-29,COLLECT COD,TRUCK,good
49,19,1,2831,100.00,8128.63,0.05,0.07,A,O,1996-09-23,1996-05-01,1994-12-19,NONE,SHIP,crummy
50,98,1,688,310.00,4710.73,0.03,0.00,N,F,1996-07-15,1997-08-25,1997-12-26,COLLECT COD,MAIL,fabulous
50,50,3,822,281.00,6074.49,0.07,0.03,N,O,1993-03-07,1998-09-14,1995-10-12,COLLECT COD,RAIL,good
51,79,3,388,999.00,650.99,0.08,0.04,A,F,1995-01-07,1995-08-16,1993-11-20,DELIVER IN PERSON,MAIL,wonderful
51,81,5,431,38.00,2622.58,0.02,0.06,N,F,1998-05-02,1993-06-11,1998-06-29,NONE,AIR,good
51,77,5,2100,179.00,183.43,0.07,0.06,R,F,1996-11-12,1995-08-20,1998-05-17,NONE,RAIL,great
52,36,5,1208,585.00,8682.77,0.08,0.06,N,O,1997-09-19,1997-06-01,1997-07-18,NONE,FOB,horrendous
52,43,4,2171,294.00,209.59,0.03,0.05,N,O,1994-03-06,1995-03-18,1997-11-02,TAKE BACK RETURN,SHIP,horrible
53,8,4,590,124.00,2446.11,0.09,0.01,A,P,1994-04-17,1995-01-20,1997-06-10,COLLECT COD,SHIP,atrocious
53,39,4,957,493.00,7022.57,0.03,0.03,N,O,1994-01-04,1996-07-03,1998-11-11,NONE,MAIL,excellent
53,2,3,1090,114.00,5581.30,0.08,0.02,N,P,1997-01-27,1998-03-09,1994-02-15,DELIVER IN PERSON,MAIL,awesome
53,98,5,1362,425.00,1827.98,0.06,0.03,N,O,1998-09-09,1997-02-03,1993-06-11,COLLECT COD,AIR,horrible
53,39,1,1386,642.00,5121.19,0.01,0.06,R,P,1993-05-25,1994-04-15,1994-08-20,DELIVER IN PERSON,SHIP,poor
53,91,5,1558,767.00,1114.43,0.03,0.05,R,F,1997-11-06,1993-03-23,1994-09-07,NONE,AIR,superb
53,14,1,2469,937.00,3215.96,0.09,0.06,A,F,1998-03-01,1997-05-21,1998-12-20,COLLECT COD,MAIL,good
53,15,1,2519,937.00,9798.61,0.08,0.03,N,F,1994-12-14,1998-12-24,1993-03-15,TAKE BACK RETURN,FOB,crummy
53,81,1,2946,903.00,9897.73,0.10,0.07,N,F,1993-04-24,1994-08-29,1993-01-21,NONE,TRUCK,lousy
54,100,1,156,542.00,9306.39,0.03,0.06,A,O,1994-01-31,1996-01-21,1993-04-14,NONE,FOB,super
54,74,5,263,24.00,3045.96,0.09,0.08,R,F,1996-03-27,1994-07-12,1994-02-05,NONE,AIR,wonderful
54,4,1,740,19.00,2924.96,0.08,0.04,N,F,1998-07-03,1996-03-13,1996-07-22,DELIVER IN PERSON,MAIL,superb
54,1,1,1288,960.00,1078.44,0.07,0.04,A,P,1998-01-02,1998-01-14,1998-05-19,TAKE BACK RETURN,AIR,crummy
